From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_A0A8J3NRB7	A0A8J3NRB7	A0A8J3NRB7_9ACTN	Agmatinase	Cch02nite_26470	Catellatospora chokoriensis	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)
UniRef100_A0A8J3P0E6	A0A8J3P0E6	A0A8J3P0E6_9ACTN	Agmatinase	Cci01nite_44340	Catellatospora citrea	398	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Catellatospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 53365 (genus)
UniRef100_A0A8J3VKJ0	A0A8J3VKJ0	A0A8J3VKJ0_9ACTN	Agmatinase	Rhe02_76640	Rhizocola hellebori	375	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Rhizocola (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1538466 (genus)
UniRef100_A0A8J4DTA2	A0A8J4DTA2	A0A8J4DTA2_9ACTN	Agmatinase	Val02_64550	Virgisporangium aliadipatigenens	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Virgisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 65504 (genus)
UniRef100_A0A8J7ABK2	A0A8J7ABK2	A0A8J7ABK2_9CYAN	Agmatinase family protein	IQ241_22240	Vasconcelosia minhoensis LEGE 07310	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nodosilineales (order), Cymatolegaceae (family), Vasconcelosia (genus), Vasconcelosia minhoensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3039985 (order), 3079746 (family), 3366328 (genus), 3366354 (species)
UniRef100_A0A8J7B3D5	A0A8J7B3D5	A0A8J7B3D5_9CYAN	Agmatinase family protein	IQ249_03600	Lusitaniella coriacea LEGE 07157	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Spirulinales (order), Lusitaniellaceae (family), Lusitaniella (genus), Lusitaniella coriacea (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1890443 (order), 3079755 (family), 1983104 (genus), 1983105 (species)
UniRef100_A0A8J8B9C3	A0A8J8B9C3	A0A8J8B9C3_9RHOB	Agmatinase family protein	KB874_07810	Thetidibacter halocola	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Thetidibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 3046595 (genus)
UniRef100_A0A8J8CIJ3	A0A8J8CIJ3	A0A8J8CIJ3_9CYAN	Agmatinase (EC 3.5.3.11)	speB GS601_11430	Myxacorys almedinensis A	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Leptolyngbyales (order), Leptolyngbyaceae (family), Myxacorys (genus), Myxacorys almedinensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079749 (order), 1890438 (family), 2056239 (genus), 2651157 (species)
UniRef100_A0A917A8E9	A0A917A8E9	A0A917A8E9_9RHOB	Agmatinase	GCM10011360_23240	Primorskyibacter flagellatus	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Primorskyibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 1068904 (genus)
UniRef100_A0A917UHP4	A0A917UHP4	A0A917UHP4_9ACTN	Agmatinase	GCM10007977_109680	Dactylosporangium sucinum	372	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_A0A919MW05	A0A919MW05	A0A919MW05_9ACTN	Agmatinase	Ari01nite_48230	Paractinoplanes rishiriensis	389	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Paractinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 3240234 (genus)
UniRef100_A0A919PW34	A0ABV9VNJ3	A0ABV9VNJ3_9ACTN	Agmatinase family protein	ACFPIJ_04900	Dactylosporangium cerinum	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_A0A919PW34	A0A919PW34	A0A919PW34_9ACTN	Agmatinase	Dsi01nite_099260	Dactylosporangium siamense	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_A0A919QIK1	A0A919QIK1	A0A919QIK1_9ACTN	Agmatinase	Aph01nite_51570	Acrocarpospora phusangensis	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Acrocarpospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 90974 (genus)
UniRef100_A0A919V6Y8	A0A919V6Y8	A0A919V6Y8_9ACTN	Agmatinase	Ssi02_47910	Sinosporangium siamense	379	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sinosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 1367968 (genus)
UniRef100_A0A921NSC8	A0A921NSC8	A0A921NSC8_9RHOB	Agmatinase (EC 3.5.3.11)	PMES_03212	Profundibacterium mesophilum KAUST100406-0324	415	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Profundibacterium (genus), Profundibacterium mesophilum (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 1258570 (genus), 1258573 (species)
UniRef100_A0A926VA65	A0A926VA65	A0A926VA65_9CYAN	Agmatinase family protein	H6G03_02850	Aerosakkonema funiforme FACHB-1375	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Aerosakkonematales (order), Aerosakkonemataceae (family), Aerosakkonema (genus), Aerosakkonema funiforme (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 3396146 (order), 3079643 (family), 1246629 (genus), 1246630 (species)
UniRef100_A0A927MCJ3	A0A927MCJ3	A0A927MCJ3_9ACTN	Agmatinase (EC 3.5.3.11)	H4W31_006264	Plantactinospora soyae	409	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Plantactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 673534 (genus)
UniRef100_A0A927R2M7	A0A927R2M7	A0A927R2M7_9ACTN	Agmatinase (EC 3.5.3.11)	H4W31_006571	Plantactinospora soyae	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Plantactinospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 673534 (genus)
UniRef100_A0A928Z8M9	A0A928Z8M9	A0A928Z8M9_9CYAN	Agmatinase family protein	IQ235_13220	Zarconia navalis LEGE 11467	393	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Oscillatoriales incertae sedis (no rank), Zarconia (genus), Zarconia navalis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1150 (order), 1892256 (no rank), 2992130 (genus), 2992134 (species)
UniRef100_A0A929A0H5	A0A929A0H5	A0A929A0H5_LEPEC	Agmatinase family protein	IQ260_29545	Leptolyngbya cf. ectocarpi LEGE 11479	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Leptolyngbyales (order), Leptolyngbyaceae (family), Leptolyngbya group (no rank), Leptolyngbya (genus), Leptolyngbya ectocarpi (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079749 (order), 1890438 (family), 3081713 (no rank), 47251 (genus), 1202 (species)
UniRef100_A0A934IGN5	A0A934IGN5	A0A934IGN5_9RHOB	Agmatinase family protein	ILP92_07015	Palleronia pontilimi	407	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Palleronia (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 315422 (genus)
UniRef100_A0A937REF8	A0A937REF8	A0A937REF8_9ACTN	Agmatinase family protein	I7412_17450	Frankia nepalensis	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Frankiales (order), Frankiaceae (family), Frankia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85013 (order), 74712 (family), 1854 (genus)
UniRef100_A0A939FY26	A0A939FY26	A0A939FY26_9HYPH	Agmatinase family protein	J1C48_13415	Jiella flava	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Jiella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 255475 (family), 1775688 (genus)
UniRef100_A0A940MSI4	A0A940MSI4	A0A940MSI4_9RHOB	Agmatinase family protein	J5474_12065	Sagittula salina	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Sagittula (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 58842 (genus)
UniRef100_A0A941AKV2	A0A941AKV2	A0A941AKV2_9ACTN	Agmatinase family protein	JOL79_17735	Microbispora oryzae	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2005 (genus)
UniRef100_A0A947DC86	A0A947DC86	A0A947DC86_9CYAN	Agmatinase family protein	IXB50_03110	Leptothoe spongobia TAU-MAC 1115	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nodosilineales (order), Cymatolegaceae (family), Leptothoe (genus), Leptothoe spongobia (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3039985 (order), 3079746 (family), 2651725 (genus), 2651728 (species)
UniRef100_A0A964BTH8	A0A964BTH8	A0A964BTH8_9CYAN	Agmatinase family protein	I4641_20645	Waterburya agarophytonicola KI4	390	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Pleurocapsales (order), Pleurocapsaceae (family), Waterburya (genus), Waterburya agarophytonicola (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 52604 (order), 1890500 (family), 2886915 (genus), 2886916 (species)
UniRef100_A0A967K9I0	A0A967K9I0	A0A967K9I0_9PROT	Agmatinase family protein	HBA54_12070	Pelagibius litoralis	393	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Rhodovibrionaceae (family), Pelagibius (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 2844403 (family), 643951 (genus)
UniRef100_A0A9E6R8N0	A0A9E6R8N0	A0A9E6R8N0_9HYPH	Agmatinase family protein	K6K41_27680	Chenggangzhangella methanolivorans	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylopilaceae (family), Chenggangzhangella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 3149309 (family), 2041902 (genus)
UniRef100_A0A9E6Y8C9	A0A9E6Y8C9	A0A9E6Y8C9_9ACTN	Agmatinase (EC 3.5.3.11)	speB DSM104329_05648	Capillimicrobium parvum	399	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Thermoleophilia (class), Solirubrobacterales (order), Capillimicrobiaceae (family), Capillimicrobium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1497346 (class), 588673 (order), 2976758 (family), 2976759 (genus)
UniRef100_A0A9E8ZD71	A0A9E8ZD71	A0A9E8ZD71_9CYAN	Agmatinase (EC 3.5.3.11)	speB OXH18_01800	Thermocoleostomius sinensis A174	401	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oculatellales (order), Oculatellaceae (family), Thermocoleostomius (genus), Thermocoleostomius sinensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079748 (order), 2303507 (family), 3065395 (genus), 3065396 (species)
UniRef100_A0A9J6REK8	A0A9J6REK8	A0A9J6REK8_9BACI	Agmatinase family protein	OWO01_11155	Natronobacillus azotifigens	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Natronobacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 472977 (genus)
UniRef100_A0A9J7B224	A0A9J7B224	A0A9J7B224_9PROT	Agmatinase family protein	NUH88_08445	Nisaea acidiphila	404	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodospirillales (order), Thalassobaculaceae (family), Nisaea (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204441 (order), 2844864 (family), 390876 (genus)
UniRef100_A0A9K3L412	A0A9K3L412	A0A9K3L412_9STRA	Agmatine ureohydrolase	IV203_004561	Nitzschia inconspicua	407	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Bacillariales (order), Bacillariaceae (family), Nitzschia (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 33851 (order), 33852 (family), 2857 (genus)
UniRef100_A0A9K3LDS5	A0A9K3LDS5	A0A9K3LDS5_9STRA	Agmatine ureohydrolase	IV203_015830	Nitzschia inconspicua	408	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Bacillariales (order), Bacillariaceae (family), Nitzschia (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 33851 (order), 33852 (family), 2857 (genus)
UniRef100_A0A9N8DM88	A0A9N8DM88	A0A9N8DM88_9STRA	Probable agmatinase 2	SEMRO_157_G071030.1	Seminavis robusta	416	cellular organisms (no rank), Eukaryota (domain), Sar (clade), Stramenopiles (clade), Ochrophyta (clade), Bacillariophyta (phylum), Bacillariophyceae (class), Bacillariophycidae (clade), Naviculales (order), Naviculaceae (family), Seminavis (genus)	131567 (no rank), 2759 (domain), 2698737 (clade), 33634 (clade), 2696291 (clade), 2836 (phylum), 33849 (class), 33850 (clade), 38748 (order), 67474 (family), 286098 (genus)
UniRef100_A0A9P1NZN9	A0A9P1NZN9	A0A9P1NZN9_9CYAN	Agmatine ureohydrolase, SpeB-like (EC 3.5.3.11)	ARTHRO_40491	Limnospira indica PCC 8005	401	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Sirenicapillariaceae (family), Limnospira (genus), Limnospira indica (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1150 (order), 2934961 (family), 2596745 (genus), 147322 (species)
UniRef100_A0A9Q2S2P6	A0A9Q2S2P6	A0A9Q2S2P6_9RHOB	Agmatinase family protein	JQX48_14545	Marivita cryptomonadis	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Marivita (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 659428 (genus)
UniRef100_A0A9Q9IKV6	A0A9Q9IKV6	A0A9Q9IKV6_9ACTN	Agmatinase family protein	Daura_05730	Dactylosporangium aurantiacum	380	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Dactylosporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 35753 (genus)
UniRef100_A0A9W4BKQ4	A0A9W4BKQ4	A0A9W4BKQ4_9MYCO	Agmatinase	MGALJ_56860	Mycobacterium gallinarum	432	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus)
UniRef100_A0A9W5RZS5	A0A9W5RZS5	A0A9W5RZS5_9BACL	Agmatinase	BG53_06430	Paenibacillus darwinianus	383	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Paenibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186822 (family), 44249 (genus)
UniRef100_A0A9W6J7G0	A0A9W6J7G0	A0A9W6J7G0_9HYPH	Agmatinase	GCM10017643_23560	Ancylobacter dichloromethanicus	406	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_A0A9W6JXW9	A0A9W6JXW9	A0A9W6JXW9_9HYPH	Agmatinase	GCM10017653_32270	Ancylobacter defluvii	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_A0A9W6MSV6	A0A9W6MSV6	A0A9W6MSV6_9HYPH	Agmatinase (EC 3.5.3.11)	JOD31_002476	Methylopila capsulata	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylopilaceae (family), Methylopila (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 3149309 (family), 61653 (genus)
UniRef100_A0A9W6N3H6	A0A9W6N3H6	A0A9W6N3H6_9HYPH	Agmatinase	GCM10008171_15990	Methylopila jiangsuensis	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Methylopilaceae (family), Methylopila (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 3149309 (family), 61653 (genus)
UniRef100_A0A9X2H4N0	A0A9X2H4N0	A0A9X2H4N0_9HYPH	Agmatinase family protein	MJ956_02950	Aurantimonas marianensis	392	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Aurantimonadaceae (family), Aurantimonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 255475 (family), 182269 (genus)
UniRef100_A0A9X2K106	A0A9X2K106	A0A9X2K106_9ACTN	Agmatinase (EC 3.5.3.11)	HD597_003443	Nonomuraea thailandensis	378	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_A0A9X2T408	A0A9X2T408	A0A9X2T408_9HYPH	Agmatinase family protein	NVS89_10365	Ancylobacter mangrovi	387	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_A0A9X2YFC4	A0A9X2YFC4	A0A9X2YFC4_9MYCO	Agmatinase family protein	MJO55_03255	Mycolicibacterium rufum	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A9X2YQK6	A0A9X2YQK6	A0A9X2YQK6_9MYCO	Agmatinase family protein	H7I41_20585	[Mycobacterium] manitobense	413	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A9X3UEH5	A0A9X3UEH5	A0A9X3UEH5_9HYPH	Agmatinase family protein	OQ273_00440	Hoeflea prorocentri	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Rhizobiaceae (family), Hoeflea (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 82115 (family), 274591 (genus)
UniRef100_A0A9X5E7H5	A0A9X5E7H5	A0A9X5E7H5_9CYAN	Agmatinase family protein	QH73_0019150	Scytonema millei VB511283	400	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Scytonemataceae (family), Scytonema (genus), Scytonema millei (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1161 (order), 1182 (family), 1203 (genus), 1245922 (species)
UniRef100_A0AA37PK19	A0AA37PK19	A0AA37PK19_9MYCO	Agmatinase	MmonteBS_32970	Mycobacterium montefiorense	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0AA40T348	A0AA40T348	A0AA40T348_9NOST	Agmatinase (EC 3.5.3.11)	speB FNW02_29460	Komarekiella delphini-convector SJRDD-AB1	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Nostocaceae (family), Komarekiella (genus), Komarekiella delphini-convector (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1161 (order), 1162 (family), 2022127 (genus), 3050158 (species)
